emp_no,birth_date,first_name,last_name,title,from_date,to_date,salary
58462,1952-05-16,Ronnie,Paciorek,Senior Staff,1992-02-09,9999-01-01,52453
58709,1952-02-24,Mang,Szmurlo,Senior Staff,2002-05-21,9999-01-01,80234
58710,1954-11-26,Jessie,Lindenbaum,Senior Staff,1996-08-13,9999-01-01,40000
58464,1954-12-18,Mara,Maliniak,Senior Engineer,2000-08-19,9999-01-01,59645
58719,1954-12-27,Eishiro,Levergood,Senior Engineer,1995-03-15,9999-01-01,76609
58468,1953-07-25,Lucian,Limongiello,Senior Staff,1991-06-25,9999-01-01,65988
58847,1954-07-18,Jeanne,Mikschl,Senior Staff,2001-10-22,9999-01-01,40000
58735,1954-01-16,Krassimir,Mayerwieser,Engineer,1999-06-02,9999-01-01,45997
58736,1954-09-04,Cheong,Denny,Senior Engineer,1995-10-26,9999-01-01,65798
58743,1954-01-16,Hitofumi,Stentiford,Senior Staff,1999-03-18,9999-01-01,40000
58749,1954-04-21,Sachem,Junet,Engineer,1999-09-24,9999-01-01,40000
58755,1954-02-14,Indrajit,Zedlitz,Senior Staff,1989-08-25,9999-01-01,44948
58757,1952-10-02,Aria,Dechter,Senior Staff,1995-05-09,9999-01-01,52796
58767,1953-05-23,Rildo,Barreiro,Senior Staff,1998-03-21,9999-01-01,40000
58849,1952-02-28,Takanari,Herath,Senior Staff,1998-03-25,9999-01-01,41936
58773,1952-10-23,Geoffry,Yavatkar,Engineer,1995-11-14,9999-01-01,40000
58859,1954-06-11,Holgard,Thombley,Senior Staff,1994-06-13,9999-01-01,40000
58780,1954-10-13,Adin,Katzenelson,Senior Staff,1996-11-28,9999-01-01,40000
58787,1954-02-07,Kristina,Erie,Engineer,1998-06-10,9999-01-01,40000
58788,1953-12-21,Shmuel,Anger,Senior Engineer,1986-01-27,9999-01-01,41022
58790,1954-01-25,Peternela,Zockler,Senior Staff,1992-11-25,9999-01-01,58553
58862,1953-09-07,Alagu,Cannata,Senior Engineer,1992-08-20,9999-01-01,40000
58795,1954-11-03,Magdalena,Tsukuda,Senior Staff,1998-12-29,9999-01-01,45753
58797,1952-06-26,Xiaoheng,Breugel,Senior Staff,1994-10-03,9999-01-01,64060
58806,1952-08-14,Shakhar,Naumovich,Senior Staff,1995-10-02,9999-01-01,80183
58807,1954-07-14,Murthy,Koshino,Senior Staff,1995-08-05,9999-01-01,40000
58812,1952-10-16,Fumiyo,Keohane,Senior Engineer,2001-09-25,9999-01-01,57480
58814,1954-07-19,Gurbir,Loncour,Senior Staff,1997-01-12,9999-01-01,40000
58817,1954-01-10,Xiaobin,Slutz,Engineer,1997-06-05,9999-01-01,57425
58818,1953-11-27,Tsvetan,Sidje,Senior Staff,1996-03-02,9999-01-01,55185
58824,1954-09-18,Claudi,Baalen,Senior Engineer,2000-05-11,9999-01-01,40000
58825,1952-08-26,JoAnna,Swist,Senior Staff,1985-07-01,9999-01-01,83888
58826,1952-08-16,Emdad,Peral,Senior Engineer,1995-05-20,9999-01-01,40000
58830,1952-12-04,Uzi,Cunliffe,Senior Engineer,1992-02-27,9999-01-01,40836
58832,1953-01-29,Dinah,Szilard,Senior Staff,1992-02-26,9999-01-01,45710
58835,1952-03-13,Van,Vigier,Senior Engineer,1986-12-11,9999-01-01,40000
58836,1953-03-07,Constantino,Rahimi,Senior Engineer,1993-12-27,9999-01-01,45088
58837,1954-12-31,Bowen,Waleschkowski,Senior Engineer,1990-06-01,9999-01-01,40000
59029,1954-11-24,Krassimir,Cmelik,Senior Staff,1988-11-12,9999-01-01,48042
59032,1952-07-21,Uinam,Pusterhofer,Senior Engineer,1998-10-20,9999-01-01,58764
59043,1952-09-17,Berry,Preusig,Staff,1998-04-29,9999-01-01,40000
59047,1954-05-05,Jiong,Botman,Senior Engineer,1994-04-03,9999-01-01,55318
59060,1954-06-19,Pohua,Jakobus,Senior Staff,1994-01-15,9999-01-01,40000
59061,1953-12-31,Shalesh,Lyonns,Senior Staff,1999-06-26,9999-01-01,43210
59068,1952-08-12,Weiyi,Erva,Engineer,1996-04-13,9999-01-01,55952
59072,1954-01-02,Sadok,Sigstam,Senior Engineer,2001-10-24,9999-01-01,40000
59073,1953-12-11,Roded,Zockler,Senior Staff,1998-09-21,9999-01-01,40000
59078,1952-11-15,Licheng,Larfeldt,Senior Engineer,1996-12-01,9999-01-01,52687
59090,1953-10-27,Yuguang,Frezza,Senior Staff,1995-06-12,9999-01-01,76790
59093,1953-05-15,Sanjoy,Impagliazzo,Staff,1995-12-31,9999-01-01,40000
59094,1952-09-04,Adin,McDermid,Senior Engineer,1993-01-03,9999-01-01,75660
59099,1953-01-10,Howell,Shimshoni,Engineer,1997-02-21,9999-01-01,45518
59107,1952-07-31,Anneke,Constantine,Senior Engineer,1994-04-03,9999-01-01,40000
59109,1954-03-03,Tesuya,Morrey,Senior Engineer,1996-11-24,9999-01-01,43715
59114,1953-05-18,Xumin,Vieri,Staff,1998-04-01,9999-01-01,68424
58864,1954-01-30,Tonia,Plumb,Senior Engineer,1995-03-08,9999-01-01,40000
59123,1953-12-30,Margareta,Magalhaes,Senior Staff,1993-10-19,9999-01-01,79438
59125,1953-12-08,Hyuckchul,Menhardt,Senior Engineer,1996-06-06,9999-01-01,43398
59128,1952-05-23,Jianwen,Lorho,Senior Engineer,1996-03-21,9999-01-01,40000
59130,1952-03-12,Mingsen,Baja,Engineer,2000-10-24,9999-01-01,41843
58869,1954-11-06,Nahid,Eugenio,Senior Engineer,2002-06-17,9999-01-01,40000
59134,1953-10-16,Atreyi,Salvesen,Engineer,1999-04-13,9999-01-01,59815
59142,1954-02-21,Murthy,Haraldson,Senior Engineer,1989-11-19,9999-01-01,40000
59143,1952-06-25,Taegyun,Demir,Senior Staff,1998-07-14,9999-01-01,40000
58876,1953-01-14,Zhenbing,Chinen,Staff,1998-05-02,9999-01-01,50532
59145,1953-06-15,Tzu,Birch,Senior Engineer,1994-01-13,9999-01-01,40078
59155,1954-12-06,Larisa,Crooks,Engineer,1998-01-29,9999-01-01,40000
58879,1953-03-16,Cathie,Ushiama,Senior Engineer,1998-12-13,9999-01-01,73255
59161,1953-08-18,Martijn,Goodrum,Senior Staff,2001-10-27,9999-01-01,40000
58897,1953-08-26,Kirk,Suermann,Senior Staff,1995-12-09,9999-01-01,57670
59166,1953-09-14,Charlene,Bernardinello,Senior Engineer,1997-12-06,9999-01-01,50701
59176,1952-12-15,Teiji,Suessmith,Senior Staff,1988-01-09,9999-01-01,75778
59183,1952-11-30,Kotesh,Cronau,Senior Engineer,1996-09-11,9999-01-01,56473
58901,1953-04-27,Sreenivas,Potthoff,Engineer,1995-04-29,9999-01-01,74581
59192,1954-09-23,Luisa,Schusler,Engineer,2000-07-19,9999-01-01,58121
58909,1952-12-31,Halsur,Serov,Staff,1997-12-17,9999-01-01,40000
59203,1952-11-07,Youngkon,Bernini,Technique Leader,1995-08-07,9999-01-01,40000
58913,1954-01-11,Shahaf,Slaats,Technique Leader,1998-05-05,9999-01-01,49185
59206,1953-12-15,Shan,Wroclawski,Senior Engineer,1991-04-18,9999-01-01,40313
58914,1954-07-08,Aemilian,Passino,Engineer,1999-08-07,9999-01-01,51215
58932,1954-02-21,Horward,Seuren,Senior Staff,1989-03-07,9999-01-01,98125
58934,1954-04-11,Bouchung,Hardjono,Senior Engineer,1988-02-01,9999-01-01,40000
58943,1954-01-20,Alejandra,Luks,Senior Staff,1995-10-16,9999-01-01,40000
59211,1954-04-15,Lenore,Businaro,Engineer,1998-06-09,9999-01-01,58072
59212,1953-03-09,Koldo,Jeong,Senior Staff,1995-04-21,9999-01-01,56722
59219,1953-01-17,Shounak,Peroz,Technique Leader,1995-02-18,9999-01-01,59166
58957,1954-11-03,Feiyu,Luft,Senior Staff,2001-07-19,9999-01-01,41351
59227,1954-08-03,Adly,Ruemmler,Senior Engineer,1992-10-28,9999-01-01,66446
59230,1954-06-25,Oscar,Krichel,Senior Staff,1993-10-17,9999-01-01,43148
59236,1952-03-26,Siamak,Yurek,Senior Engineer,1994-12-18,9999-01-01,40000
59237,1952-09-06,Gen,Lundstrom,Staff,1996-02-10,9999-01-01,49993
58959,1952-05-22,Younwoo,Gecseg,Senior Staff,1997-06-28,9999-01-01,78003
59238,1952-11-01,Moni,Braunschweig,Staff,1999-08-04,9999-01-01,69596
59242,1953-12-16,Fun,Peak,Senior Staff,2002-05-19,9999-01-01,65859
58970,1954-07-17,Yongmin,Waterhouse,Senior Engineer,1994-02-16,9999-01-01,45083
59248,1953-09-25,Zhanqiu,Krzyzanowski,Engineer,1995-05-22,9999-01-01,55638
59256,1954-06-21,Tsvetan,Emiris,Senior Engineer,2001-02-01,9999-01-01,40000
58974,1954-11-06,Wonhee,Ravishankar,Senior Staff,1999-05-15,9999-01-01,47468
59268,1954-06-10,Berry,Besancenot,Staff,1997-01-01,9999-01-01,40000
58981,1952-04-11,Kazuhiko,Kushner,Senior Staff,1998-05-18,9999-01-01,81795
59283,1952-09-05,Stevo,Bisiani,Senior Engineer,1992-06-21,9999-01-01,40000
58991,1952-02-12,Annemarie,Schaap,Staff,1998-04-14,9999-01-01,94957
59289,1954-07-18,Yucel,Sridhar,Staff,1997-02-24,9999-01-01,87827
59295,1953-02-09,Subbu,Ducloy,Senior Staff,1993-08-08,9999-01-01,40603
58996,1952-08-25,Sven,Dengi,Senior Engineer,1986-10-30,9999-01-01,40000
59299,1953-05-03,Toney,Isaak,Assistant Engineer,1998-06-17,9999-01-01,40000
59002,1954-09-14,Alselm,Maraist,Senior Engineer,1994-09-14,9999-01-01,40000
59309,1952-09-12,Dannz,Sury,Senior Staff,1998-05-26,9999-01-01,65997
59311,1954-01-14,Renee,Shiratori,Engineer,1998-05-07,9999-01-01,72140
59312,1953-01-27,Divier,Verhoeff,Senior Staff,2000-01-13,9999-01-01,40000
59315,1953-09-30,Tadanori,Schahn,Senior Staff,1997-01-10,9999-01-01,71538
59007,1952-03-11,Patricio,Hiltgen,Senior Engineer,1991-11-09,9999-01-01,43450
59319,1954-06-26,Sarita,Gils,Staff,1998-07-24,9999-01-01,45734
59011,1952-07-13,Jouni,Flowers,Senior Engineer,1994-11-24,9999-01-01,40000
59323,1952-02-15,Hein,Marciano,Senior Engineer,1996-02-23,9999-01-01,40000
59016,1954-02-18,Terresa,Kornyak,Senior Engineer,1991-05-11,9999-01-01,74095
59331,1953-07-05,Izaskun,Broder,Engineer,1996-02-24,9999-01-01,50825
59017,1954-10-03,Akhilish,Pews,Senior Engineer,2001-08-06,9999-01-01,40000
59346,1954-07-01,Armond,Monkewich,Senior Staff,1999-02-26,9999-01-01,59201
59018,1952-12-25,Marsal,Liesche,Senior Staff,1997-04-17,9999-01-01,55680
59351,1953-10-08,Yannik,Ghemri,Engineer,1995-12-07,9999-01-01,55805
59023,1952-04-14,Hatsukazu,Pashtan,Staff,1994-03-12,9999-01-01,40000
59355,1953-10-20,Shigeaki,Kinley,Senior Staff,1998-10-25,9999-01-01,43884
59356,1954-08-02,Lorien,Belinskaya,Engineer,1999-02-17,9999-01-01,46537
59358,1952-11-22,Arvind,Passino,Technique Leader,1993-04-26,9999-01-01,69722
59025,1953-12-31,Oddvar,Demir,Engineer,1996-07-25,9999-01-01,51410
59368,1952-07-15,Younwoo,Baar,Senior Engineer,1994-05-07,9999-01-01,44327
59374,1954-12-14,Zhaofang,Bardell,Senior Staff,1997-02-25,9999-01-01,60765
59391,1952-03-26,Qunsheng,Plessier,Senior Engineer,2002-02-07,9999-01-01,40000
59395,1952-06-10,Richard,Karunanithi,Engineer,1996-09-13,9999-01-01,40000
59397,1952-11-19,Elrique,Chachaty,Engineer,1999-02-21,9999-01-01,53650
59400,1952-10-27,Chinya,Giaccio,Senior Staff,1994-08-24,9999-01-01,51298
59409,1954-11-15,Mechthild,Reeken,Senior Engineer,1995-09-01,9999-01-01,80439
59413,1953-09-22,Huei,Albarhamtoshy,Senior Staff,1992-01-18,9999-01-01,77080
59414,1952-06-05,Yuping,Kolvik,Senior Staff,1990-08-03,9999-01-01,94867
59581,1954-09-07,Mani,Swab,Senior Engineer,1993-07-21,9999-01-01,40000
59433,1954-10-27,Barna,Koshiba,Staff,1999-12-13,9999-01-01,59927
59435,1954-05-22,Serge,Baig,Senior Engineer,1987-02-06,9999-01-01,47606
59450,1953-02-22,Goncalo,Highland,Senior Engineer,1987-01-24,9999-01-01,40000
59456,1954-08-12,Kazuhiko,Shumilov,Technique Leader,1994-05-07,9999-01-01,40000
59462,1952-04-07,Lech,Bale,Staff,1999-01-09,9999-01-01,40000
59463,1953-12-26,Wuxu,Nergos,Senior Engineer,1998-03-22,9999-01-01,48738
59464,1954-03-14,Selwyn,Koyama,Senior Staff,1996-05-22,9999-01-01,89944
59586,1953-06-02,Vidar,Luiz,Senior Staff,1995-12-26,9999-01-01,54364
59468,1952-03-03,Kendra,Narlikar,Senior Staff,2001-01-17,9999-01-01,40000
59470,1952-08-13,Ziyad,Ghelli,Senior Staff,1993-02-10,9999-01-01,55564
59471,1953-12-08,Katsuo,Hiyoshi,Senior Staff,1995-01-22,9999-01-01,54422
59593,1954-02-19,Xiaoqiu,Steenbeek,Senior Staff,1995-07-29,9999-01-01,58429
59480,1954-02-08,Giordano,Esteva,Staff,1996-06-11,9999-01-01,72835
59485,1953-12-21,Ravishankar,Birrer,Senior Staff,2002-05-12,9999-01-01,94461
59602,1952-06-19,Toshimo,Stamatiou,Senior Engineer,1994-05-04,9999-01-01,40000
59488,1952-06-11,Saeko,Montresor,Senior Engineer,1998-01-18,9999-01-01,48499
59490,1954-05-29,Vasilis,Anido,Senior Engineer,2001-03-02,9999-01-01,48797
59496,1953-06-09,Valery,Hebden,Senior Engineer,1994-10-11,9999-01-01,51888
59606,1954-10-31,Ashish,Rodier,Staff,1996-11-14,9999-01-01,61842
59499,1952-12-16,Lijie,Furedi,Senior Staff,1998-12-08,9999-01-01,62869
59505,1953-11-29,Franziska,Pagter,Engineer,1999-10-03,9999-01-01,43139
59507,1954-03-09,Falguni,Bala,Senior Staff,1992-03-12,9999-01-01,46933
59611,1954-01-13,Wanqing,Fraisse,Senior Staff,1993-05-08,9999-01-01,85607
59509,1952-11-03,Vishwani,Schueller,Senior Engineer,1997-05-06,9999-01-01,52525
59514,1954-03-21,Palash,Camarinopoulos,Senior Staff,1998-03-19,9999-01-01,62208
59622,1953-07-05,Caolyn,Thimonier,Senior Staff,1997-07-15,9999-01-01,50873
59520,1953-10-04,Babette,Montresor,Technique Leader,1988-09-25,9999-01-01,45782
59537,1954-01-31,Yefim,Pargaonkar,Senior Engineer,1987-05-23,9999-01-01,40000
59627,1954-08-31,Tianruo,Rabejac,Senior Staff,1990-07-06,9999-01-01,75846
59538,1953-08-21,Constantijn,Stiles,Senior Engineer,1996-04-06,9999-01-01,41231
59543,1953-05-09,Behnaam,Molenaar,Senior Staff,1997-01-04,9999-01-01,64979
59641,1954-03-16,Zhiwei,Guerreiro,Engineer,1997-10-11,9999-01-01,40000
59553,1954-01-30,Aruna,Hockney,Senior Staff,1991-02-02,9999-01-01,40000
59555,1953-02-25,Augustine,Peot,Staff,1995-05-05,9999-01-01,40000
59560,1953-09-21,Shuho,Roisin,Senior Staff,1991-08-20,9999-01-01,59547
59566,1952-04-03,Vugranam,Krybus,Engineer,1995-11-19,9999-01-01,51673
59649,1954-08-28,Henk,Kavanagh,Senior Staff,1992-05-24,9999-01-01,55784
59567,1953-10-21,Richard,Huttel,Senior Staff,1992-12-02,9999-01-01,44113
59569,1954-03-12,Kazuyasu,Heyers,Engineer,2001-06-30,9999-01-01,40000
59650,1954-01-10,Shirish,Servi,Senior Staff,1997-04-12,9999-01-01,46403
59578,1954-02-24,Pramod,Schade,Senior Staff,1987-12-20,9999-01-01,40000
59659,1953-01-11,Leandro,Munke,Senior Staff,1998-01-17,9999-01-01,67478
59665,1953-05-04,Mamdouh,Soloway,Senior Engineer,1998-06-03,9999-01-01,49832
59676,1954-01-24,Zhiwei,Kolvik,Senior Staff,1993-03-04,9999-01-01,40000
59684,1952-06-07,Qingxiang,Ranst,Senior Engineer,1995-09-04,9999-01-01,53792
59767,1953-04-27,Kazuhisa,Pell,Senior Staff,1997-01-18,9999-01-01,47999
59688,1952-10-22,Woody,Scharstein,Senior Engineer,1993-03-30,9999-01-01,40000
59772,1952-06-23,Goetz,Pollacia,Senior Engineer,2001-04-02,9999-01-01,40000
59692,1954-11-21,Remzi,Kabayashi,Senior Staff,1992-05-10,9999-01-01,46693
59699,1953-01-28,Mahmut,Benveniste,Senior Staff,1991-08-14,9999-01-01,40542
59700,1953-09-03,Arno,Leijenhorst,Senior Staff,1998-12-29,9999-01-01,40000
59793,1952-05-07,Jayson,Tibblin,Senior Staff,1994-03-25,9999-01-01,64160
59704,1953-07-02,Toong,Makrucki,Senior Engineer,1994-12-28,9999-01-01,42183
59799,1953-03-01,Ekawit,Jording,Engineer,1995-07-26,9999-01-01,61155
59804,1952-09-07,Xuejia,Siepmann,Technique Leader,1996-09-19,9999-01-01,40000
59707,1952-04-01,Bezalel,Tyugu,Senior Staff,1987-02-16,9999-01-01,48683
59805,1953-12-02,Arco,Yoshimura,Staff,1996-09-04,9999-01-01,66205
59807,1952-02-24,Geraldo,Templeman,Senior Staff,1999-04-30,9999-01-01,40000
59709,1954-02-10,Syozo,Ratzlaff,Senior Engineer,1994-10-07,9999-01-01,56907
59723,1952-08-11,Josyula,Gluchowski,Staff,1995-09-29,9999-01-01,49811
59824,1952-11-04,Xiaoshan,Marwedel,Assistant Engineer,1998-02-06,9999-01-01,47939
59825,1954-09-12,Anneli,Constantine,Senior Engineer,1992-01-03,9999-01-01,78349
59826,1952-08-22,Martien,Frolund,Senior Staff,1986-02-17,9999-01-01,72914
59734,1952-02-25,Adas,Ulupinar,Senior Engineer,1995-12-26,9999-01-01,50404
59836,1953-01-24,Stella,Stifter,Senior Engineer,2002-01-04,9999-01-01,54521
59841,1953-02-12,Pranav,Deverell,Senior Engineer,1992-06-05,9999-01-01,40256
59743,1954-07-15,Zhenhua,Bakhtari,Senior Engineer,1995-04-10,9999-01-01,40000
59854,1953-05-19,Dekang,Cherinka,Technique Leader,1989-10-15,9999-01-01,45859
59859,1953-06-18,Shunichi,Henseler,Senior Engineer,1994-07-10,9999-01-01,57227
59860,1954-08-31,Jiang,Parfitt,Senior Staff,1998-01-02,9999-01-01,40000
59751,1953-07-15,Alois,Gerlach,Technique Leader,1999-07-15,9999-01-01,63716
59864,1953-02-22,Garnik,Wynblatt,Senior Staff,1993-12-09,9999-01-01,43394
59867,1954-04-02,Insup,Uchoa,Engineer,1994-12-17,9999-01-01,49506
59764,1952-03-07,Jeane,Wroclawski,Senior Engineer,2000-06-06,9999-01-01,42197
59878,1953-03-22,Hitofumi,Gist,Senior Engineer,1987-11-07,9999-01-01,65063
59879,1954-05-08,Amstein,Gronowski,Senior Engineer,1992-04-30,9999-01-01,79917
59883,1952-05-25,Sanjiv,Serov,Senior Engineer,1987-10-27,9999-01-01,40974
59884,1952-02-02,Fan,Przulj,Senior Staff,1991-09-25,9999-01-01,58463
59885,1952-02-25,Radhika,Danlos,Staff,1999-10-01,9999-01-01,40000
59960,1952-08-28,Rance,Daescu,Senior Engineer,1988-06-14,9999-01-01,46695
59898,1954-03-28,Gao,Iwayama,Senior Engineer,1996-07-26,9999-01-01,52483
59904,1952-08-28,Subhada,Skafidas,Senior Engineer,1996-11-20,9999-01-01,44664
59906,1953-05-18,Joydip,Binding,Engineer,1993-11-13,9999-01-01,76816
59916,1952-02-18,Anneli,Smeets,Senior Engineer,1996-11-29,9999-01-01,40000
59917,1953-10-16,Aris,Majewski,Senior Staff,1994-10-21,9999-01-01,40000
59919,1952-02-15,Koichi,Aloia,Senior Staff,1996-08-29,9999-01-01,40493
59922,1953-02-17,Volkmar,Rothenberg,Engineer,1999-07-22,9999-01-01,40000
59927,1952-03-05,Sedat,Salverda,Senior Staff,2001-06-27,9999-01-01,84888
59961,1953-11-14,Hausi,Poulakidas,Senior Staff,1996-10-25,9999-01-01,50256
59972,1952-06-01,Padma,Schlegelmilch,Senior Engineer,2001-07-11,9999-01-01,50693
59935,1953-11-22,Khoa,Marletta,Senior Engineer,1998-03-29,9999-01-01,40000
59936,1952-12-23,Mani,Dehkordi,Senior Engineer,2000-03-21,9999-01-01,40000
59937,1952-04-17,Oddvar,Cardazo,Engineer,1994-07-13,9999-01-01,45334
59939,1953-05-22,Xinyu,Chimia,Engineer,1997-10-19,9999-01-01,48704
59945,1954-10-02,Leen,Kakkad,Senior Engineer,1998-12-30,9999-01-01,40000
59946,1953-03-29,Berhard,Hartvigsen,Senior Staff,1999-05-29,9999-01-01,40000
60136,1954-09-21,Maja,Serra,Senior Engineer,1996-09-13,9999-01-01,53583
60137,1954-09-02,Stafford,Conti,Technique Leader,1993-05-25,9999-01-01,64196
60139,1954-03-15,Jahangir,Lortz,Senior Staff,1997-11-22,9999-01-01,67601
60144,1953-03-15,Premsyl,Thiria,Senior Staff,1996-09-03,9999-01-01,84556
60152,1953-04-17,Uma,Bashian,Senior Staff,1990-07-06,9999-01-01,57339
60158,1952-08-08,Shim,Hofman,Senior Engineer,1992-11-21,9999-01-01,53746
60162,1954-04-11,Tesuya,Heemskerk,Senior Staff,1997-01-29,9999-01-01,74850
60170,1952-10-25,Lene,Yetim,Engineer,1997-11-30,9999-01-01,40000
60171,1952-08-26,Manibrata,Karunanithi,Senior Engineer,1995-09-13,9999-01-01,54304
59974,1953-11-09,Sajjad,Merle,Engineer,1999-09-02,9999-01-01,40000
60185,1953-02-09,Weiyi,Gruenwald,Senior Engineer,1987-06-28,9999-01-01,40525
59978,1954-05-20,Mayumi,Usdin,Senior Staff,1997-09-28,9999-01-01,49975
60189,1952-04-04,Vivian,Berendt,Senior Staff,1997-03-03,9999-01-01,55779
60193,1953-01-20,Sanjai,Gronowski,Technique Leader,1985-07-09,9999-01-01,40000
59981,1953-07-03,Rosita,Merle,Staff,1996-11-05,9999-01-01,102777
60197,1953-02-28,Harjit,Comellas,Senior Staff,1990-02-22,9999-01-01,54177
60199,1953-04-04,Khalid,Conia,Technique Leader,1988-08-30,9999-01-01,40000
59984,1953-05-29,Kwangjo,Angiulli,Senior Staff,1994-11-07,9999-01-01,45176
60204,1954-11-06,Giri,Macedo,Senior Engineer,1994-09-09,9999-01-01,57213
59986,1953-11-14,Gererd,Yoshimura,Senior Engineer,1994-09-08,9999-01-01,40000
60207,1953-12-28,Koldo,Mahmud,Engineer,1996-12-24,9999-01-01,40000
59989,1953-02-10,Tianruo,Jenevein,Senior Staff,1998-11-02,9999-01-01,92801
60217,1954-04-18,Limsoon,Doering,Senior Staff,2000-03-20,9999-01-01,118375
59992,1953-08-21,Huei,Bael,Senior Engineer,1997-06-08,9999-01-01,56002
60229,1953-11-24,Oscal,Takkinen,Senior Staff,2001-07-28,9999-01-01,40000
59994,1953-05-01,Adin,Nyrup,Senior Engineer,1998-03-12,9999-01-01,40000
60232,1953-11-05,Genevieve,Cappelletti,Technique Leader,1994-05-24,9999-01-01,45155
60233,1953-07-06,Elvis,Ladret,Senior Staff,1995-10-20,9999-01-01,66897
59999,1952-02-20,Piyush,Spataro,Senior Staff,1996-02-21,9999-01-01,84744
60240,1954-02-07,Morrie,Chleq,Senior Staff,1999-03-28,9999-01-01,64471
60246,1953-06-16,Honesty,Fraisse,Senior Staff,1995-11-25,9999-01-01,59604
60248,1952-09-11,Guther,Szmurlo,Senior Engineer,1989-06-09,9999-01-01,50981
60021,1954-02-20,Chanjung,Auyong,Technique Leader,1998-06-16,9999-01-01,63035
60259,1954-08-23,Chrisa,dAstous,Senior Staff,1997-03-09,9999-01-01,80043
60276,1953-08-01,Frederique,Moffat,Senior Engineer,1989-02-15,9999-01-01,47881
60022,1953-06-07,Koichi,Dolinsky,Technique Leader,1988-07-25,9999-01-01,48250
60023,1953-06-12,Collette,Flasterstein,Engineer,1998-11-17,9999-01-01,40343
60285,1953-11-20,Nitsan,Coorg,Senior Engineer,1994-04-14,9999-01-01,40000
60027,1953-02-05,Guenter,Diderrich,Senior Engineer,1987-08-29,9999-01-01,62832
60291,1953-06-26,Perla,Talmor,Senior Staff,1995-05-18,9999-01-01,68108
60293,1952-12-16,Gor,Setia,Senior Staff,1997-04-27,9999-01-01,45264
60028,1953-03-29,Kazuhiko,Lieblein,Technique Leader,1995-08-22,9999-01-01,40000
60299,1954-12-07,Shaibal,Przulj,Senior Engineer,2002-03-29,9999-01-01,54896
60032,1952-10-04,Takanari,Stasinski,Staff,1998-04-19,9999-01-01,55756
60303,1954-01-09,Billur,Solares,Senior Staff,1995-08-28,9999-01-01,57664
60034,1953-05-26,Xinyu,Schahn,Engineer,1996-10-19,9999-01-01,42552
60314,1952-10-01,Dharmaraja,Vasanthakumar,Senior Staff,1995-07-13,9999-01-01,87038
60039,1954-09-17,Renny,Cappelli,Senior Staff,1994-10-09,9999-01-01,40000
60317,1954-08-30,Munehiko,Schlenzig,Staff,1999-09-30,9999-01-01,49170
60041,1954-06-16,Maren,Serna,Senior Engineer,1991-05-27,9999-01-01,40000
60058,1954-03-24,Qingxiang,Gulak,Engineer,1995-05-21,9999-01-01,44672
60060,1953-02-18,Anyuan,Ramamoorthy,Staff,1997-01-03,9999-01-01,40000
60062,1953-10-15,Arlette,Doering,Staff,1996-07-20,9999-01-01,40000
60068,1952-03-26,Giap,Plavsic,Engineer,1998-05-30,9999-01-01,40000
60324,1953-07-19,Jasminko,Rassart,Engineer,1998-05-06,9999-01-01,45088
60071,1953-07-14,Sariel,Matheson,Senior Engineer,1985-09-26,9999-01-01,40000
60330,1953-09-23,Amstein,Kamber,Senior Staff,1998-07-01,9999-01-01,73102
60083,1954-04-15,Bojan,Cunliffe,Senior Staff,1998-09-07,9999-01-01,59327
60340,1952-11-27,Hyuckchul,Marakhovsky,Senior Staff,2002-06-06,9999-01-01,40000
60343,1953-09-28,Munenori,Leppanen,Senior Staff,1996-08-13,9999-01-01,65175
60346,1952-06-08,Katsuo,Leslie,Engineer,1993-11-29,9999-01-01,48863
60084,1952-04-19,Christoph,Wilfing,Staff,1997-05-24,9999-01-01,81123
60349,1953-10-18,Sasan,Peris,Senior Engineer,2001-01-23,9999-01-01,40000
60102,1953-04-26,Susumu,Pehl,Senior Engineer,1993-01-19,9999-01-01,40000
60354,1953-08-12,Shakhar,Plesums,Assistant Engineer,1998-03-07,9999-01-01,40000
60366,1952-12-02,Perry,Benzaken,Senior Staff,1987-12-14,9999-01-01,40000
60371,1954-05-09,Theron,Huxford,Senior Staff,1987-07-02,9999-01-01,84136
60103,1952-03-12,Hinrich,Markovitch,Senior Staff,1998-02-27,9999-01-01,40000
60115,1954-07-08,Nathalie,Murillo,Senior Staff,1994-05-22,9999-01-01,50174
